master_id,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment,interested_in_categories_12
3f49cca8-fe22-11e9-a5e8-000d3a38a36f,117,10,1482.44,3,5,5,355,loyal_customers,"[AKTIFCOCUK, KADIN]"
3f70cc5a-9f17-11e9-9897-000d3a38a36f,37,5,759.44,5,4,4,544,champions,"[ERKEK, KADIN]"
3f770230-a919-11e9-a2fc-000d3a38a36f,132,14,2597.45,3,5,5,355,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
3f93161a-26d0-11eb-8a9b-000d3a38a36f,85,5,1170.29,4,4,5,445,loyal_customers,"[COCUK, KADIN]"
3fa416d6-9d79-11e9-9897-000d3a38a36f,112,10,1520.64,4,5,5,455,loyal_customers,[KADIN]
3fd0e61a-a3e2-11e9-a2fc-000d3a38a36f,46,9,1537.68,5,5,5,555,champions,"[ERKEK, KADIN, AKTIFSPOR]"
3fecbd3c-a59e-11e9-a2fc-000d3a38a36f,85,9,1028.29,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
40064c40-60c7-11ea-8dd8-000d3a38a36f,60,10,1939.68,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
401dfc90-1c5d-11ea-a490-000d3a38a36f,36,15,2469.32,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
409e63de-5bc9-11ea-82af-000d3a38a36f,44,13,1549.9,5,5,5,555,champions,"[COCUK, KADIN, AKTIFSPOR]"
409ed1f2-ab52-11e9-a2fc-000d3a38a36f,129,15,1649.88,3,5,5,355,loyal_customers,[KADIN]
409f9a4c-9e2d-11e9-9897-000d3a38a36f,76,13,1108.44,4,5,5,455,loyal_customers,[KADIN]
40b4f318-9dfb-11eb-9c47-000d3a38a36f,77,7,3812.9,4,5,5,455,loyal_customers,"[ERKEK, KADIN]"
40c8bd74-9f5d-11e9-a2fc-000d3a38a36f,95,14,2480.43,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
40dda43a-2060-11ea-87bf-000d3a38a36f,126,6,726.4,3,4,4,344,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
4102a3d0-afa3-11e9-9c23-000d3a38a36f,45,12,2031.28,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
4155817e-606d-11ea-8dd8-000d3a38a36f,43,8,888.4,5,5,4,554,champions,"[ERKEK, COCUK, KADIN]"
415e400e-76a5-11ea-b23f-000d3a38a36f,114,12,1327.28,3,5,5,355,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
41761074-a8d5-11e9-a2fc-000d3a38a36f,129,10,2283.77,3,5,5,355,loyal_customers,"[ERKEK, KADIN]"
41850336-ff29-11e9-a5e8-000d3a38a36f,92,14,1972.9,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
41b77c6e-b044-11e9-9757-000d3a38a36f,41,9,854.38,5,5,4,554,champions,"[AKTIFCOCUK, COCUK, KADIN]"
41e0f9a2-e5ed-11e9-ad00-000d3a38a36f,90,6,482.75,4,4,3,443,loyal_customers,"[KADIN, AKTIFSPOR]"
41f35f2a-1892-11ea-9213-000d3a38a36f,61,7,1116.54,5,5,5,555,champions,"[COCUK, KADIN]"
42401580-d6ad-11e9-93bc-000d3a38a36f,55,6,1108.24,5,4,5,545,champions,"[ERKEK, KADIN, AKTIFSPOR]"
4247ff6a-ff1c-11e9-a5e8-000d3a38a36f,58,9,762.91,5,5,4,554,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
42681860-18d3-11ea-9213-000d3a38a36f,98,6,1120.73,4,4,5,445,loyal_customers,[KADIN]
426b497e-f149-11e9-9346-000d3a38a36f,108,8,1382.65,4,5,5,455,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
42c50160-af4a-11eb-bbf8-000d3a38a36f,55,5,702.14,5,4,4,544,champions,"[KADIN, AKTIFSPOR]"
42dd039c-a884-11e9-a2fc-000d3a38a36f,77,11,1576.48,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4310677e-a5db-11e9-a2fc-000d3a38a36f,136,7,557.49,3,5,3,353,loyal_customers,"[ERKEK, KADIN]"
43310aa4-ac27-11e9-a2fc-000d3a38a36f,76,19,3640.85,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
43378bf6-6183-11ea-8dd8-000d3a38a36f,34,10,2034.28,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
436ed710-acc4-11e9-a2fc-000d3a38a36f,120,8,1035.87,3,5,5,355,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
4393e1d0-cf51-11ea-a8f0-000d3a38a36f,46,6,997.43,5,4,4,544,champions,"[ERKEK, KADIN, AKTIFSPOR]"
439fbe44-a0ed-11e9-a2fc-000d3a38a36f,34,9,1135.49,5,5,5,555,champions,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
43a9c5be-9d42-11e9-9897-000d3a38a36f,72,7,548.81,4,5,3,453,loyal_customers,[KADIN]
4405ac2c-fefd-11e9-a5e8-000d3a38a36f,101,5,840.79,4,4,4,444,loyal_customers,"[AKTIFCOCUK, KADIN]"
4409a3c0-a81f-11e9-a2fc-000d3a38a36f,35,12,1541.56,5,5,5,555,champions,"[COCUK, KADIN, AKTIFSPOR]"
4419930e-a539-11e9-a2fc-000d3a38a36f,162,7,590.43,3,5,3,353,loyal_customers,[KADIN]
441c4e64-fcd2-11e9-a5e8-000d3a38a36f,39,5,656.52,5,4,3,543,champions,"[KADIN, AKTIFSPOR]"
444219b6-f140-11e9-9346-000d3a38a36f,141,8,712.69,3,5,4,354,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
447d0eec-cc12-11ea-b305-000d3a38a36f,43,6,504.32,5,4,3,543,champions,[KADIN]
44d032ee-a0d4-11e9-a2fc-000d3a38a36f,140,77,5184.05,3,5,5,355,loyal_customers,"[KADIN, AKTIFSPOR]"
44d12e68-d72c-11e9-93bc-000d3a38a36f,91,6,548.42,4,4,3,443,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
44dcf946-5445-11ea-b1db-000d3a38a36f,59,5,563.15,5,4,3,543,champions,"[KADIN, AKTIFSPOR]"
44e865fa-aa19-11e9-a2fc-000d3a38a36f,57,35,4811.57,5,5,5,555,champions,[KADIN]
44fc9a30-2100-11ea-b50a-000d3a38a36f,130,5,699.92,3,4,4,344,loyal_customers,"[ERKEK, KADIN]"
451d6a4e-265a-11ea-b9a0-000d3a38a36f,100,5,397.38,4,4,2,442,loyal_customers,"[ERKEK, COCUK, KADIN]"
4524186a-263d-11eb-8a9b-000d3a38a36f,55,5,635.31,5,4,3,543,champions,[KADIN]
45389172-869d-11ea-b356-000d3a38a36f,122,17,3029.18,3,5,5,355,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
453ad8f8-ad34-11e9-a2fc-000d3a38a36f,58,6,412.69,5,4,2,542,champions,"[ERKEK, KADIN, AKTIFSPOR]"
455b20e0-2b4c-11ea-9d27-000d3a38a36f,47,6,826.78,5,4,4,544,champions,"[ERKEK, KADIN]"
4566f7a4-2ff1-11ea-bb80-000d3a38a36f,121,10,698.17,3,5,4,354,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
459876ae-9f31-11e9-9897-000d3a38a36f,139,8,703.07,3,5,4,354,loyal_customers,"[ERKEK, COCUK, KADIN]"
45a18ed4-f223-11e9-9346-000d3a38a36f,44,6,992,5,4,4,544,champions,"[COCUK, KADIN, AKTIFSPOR]"
45a8a624-88b9-11ea-9c02-000d3a38a36f,33,9,653.75,5,5,3,553,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
45b1333c-48e2-11ea-b6c0-000d3a38a36f,155,11,2566.66,3,5,5,355,loyal_customers,"[ERKEK, COCUK, KADIN]"
45b2afd0-aa7e-11e9-a2fc-000d3a38a36f,51,5,579.42,5,4,3,543,champions,"[KADIN, AKTIFSPOR]"
45bd5a58-8cae-11ea-8f41-000d3a38a36f,136,5,1174.68,3,4,5,345,loyal_customers,"[KADIN, AKTIFSPOR]"
45beaf52-add9-11e9-a2fc-000d3a38a36f,59,7,790.87,5,5,4,554,champions,"[AKTIFCOCUK, KADIN]"
45e919de-29f5-11ea-87cc-000d3a38a36f,56,12,1857.67,5,5,5,555,champions,"[ERKEK, KADIN, AKTIFSPOR]"
45ee21b0-60c6-11ea-8dd8-000d3a38a36f,150,5,807.58,3,4,4,344,loyal_customers,[KADIN]
45f82aaa-6b63-11ea-9c62-000d3a38a36f,41,9,2617.68,5,5,5,555,champions,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
4638649a-a817-11e9-a2fc-000d3a38a36f,108,10,948.35,4,5,4,454,loyal_customers,"[KADIN, AKTIFSPOR]"
463869d8-a2ed-11e9-a2fc-000d3a38a36f,72,14,1683.42,4,5,5,455,loyal_customers,[KADIN]
464374a2-9131-11eb-bae6-000d3a38a36f,52,5,922.24,5,4,4,544,champions,"[COCUK, KADIN]"
465a330e-b1c2-11e9-89fa-000d3a38a36f,61,8,1169.86,5,5,5,555,champions,[KADIN]
465e7b62-63c9-11ea-a6dc-000d3a38a36f,104,5,705.24,4,4,4,444,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
466dc53c-a5a0-11e9-a2fc-000d3a38a36f,111,7,928.9,4,5,4,454,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
4679da9e-af2c-11e9-a2fc-000d3a38a36f,58,9,1667.13,5,5,5,555,champions,"[ERKEK, COCUK, KADIN]"
467e87e2-2d7b-11ea-9ae7-000d3a38a36f,33,5,581.09,5,4,3,543,champions,"[ERKEK, KADIN]"
46d36ca0-ab60-11e9-a2fc-000d3a38a36f,134,7,710.62,3,5,4,354,loyal_customers,"[AKTIFCOCUK, KADIN]"
46fdb554-a5c1-11e9-a2fc-000d3a38a36f,166,17,2259.95,3,5,5,355,loyal_customers,[KADIN]
471cec4e-9f5e-11e9-a2fc-000d3a38a36f,92,5,480.81,4,4,3,443,loyal_customers,[KADIN]
4777754a-39d4-11ea-85d6-000d3a38a36f,87,5,626.89,4,4,3,443,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
47b3acdc-25d8-11ea-8e1c-000d3a38a36f,70,14,2403.76,4,5,5,455,loyal_customers,[KADIN]
481e8172-4ea7-11ea-99ba-000d3a38a36f,120,8,876.4,3,5,4,354,loyal_customers,"[ERKEK, COCUK, KADIN]"
482822d8-5b2a-11ea-9ee1-000d3a38a36f,93,6,1189.74,4,4,5,445,loyal_customers,[KADIN]
482d6370-a74c-11e9-a2fc-000d3a38a36f,152,10,1735.46,3,5,5,355,loyal_customers,[KADIN]
482e2264-ad0b-11e9-a2fc-000d3a38a36f,71,6,1190.12,4,4,5,445,loyal_customers,[KADIN]
483277a0-8d49-11ea-8f41-000d3a38a36f,146,5,899.36,3,4,4,344,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
4836111c-a41a-11e9-a2fc-000d3a38a36f,77,7,1189.89,4,5,5,455,loyal_customers,"[ERKEK, KADIN]"
48398c5e-aed1-11e9-a2fc-000d3a38a36f,140,8,947.87,3,5,4,354,loyal_customers,[KADIN]
483e2ab4-3033-11ea-bb28-000d3a38a36f,59,5,1405.62,5,4,5,545,champions,"[ERKEK, KADIN, AKTIFSPOR]"
485a23de-ff1b-11e9-a5e8-000d3a38a36f,43,7,1031.9,5,5,5,555,champions,"[AKTIFCOCUK, KADIN]"
4864632c-441f-11eb-806e-000d3a38a36f,103,5,2521.38,4,4,5,445,loyal_customers,"[KADIN, AKTIFSPOR]"
486f3954-11b8-11ea-af12-000d3a38a36f,80,10,2847.61,4,5,5,455,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN]"
48bb5e4e-b162-11e9-89fa-000d3a38a36f,80,11,1716.11,4,5,5,455,loyal_customers,"[AKTIFCOCUK, KADIN]"
48f611a8-a77e-11e9-a2fc-000d3a38a36f,136,9,776.7,3,5,4,354,loyal_customers,[KADIN]
48f78944-b178-11e9-89fa-000d3a38a36f,104,10,1114.46,4,5,5,455,loyal_customers,"[ERKEK, COCUK, KADIN]"
49270968-9fa7-11e9-a2fc-000d3a38a36f,63,5,727.73,5,4,4,544,champions,"[KADIN, AKTIFSPOR]"
492f9cf0-6e04-11ea-84a8-000d3a38a36f,38,9,2406.18,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
497cee84-5e54-11ea-be5b-000d3a38a36f,139,5,613.88,3,4,3,343,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
499410e6-e78f-11e9-8bb8-000d3a38a36f,60,18,2415.17,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, KADIN]"
4a11a4aa-aede-11e9-a2fc-000d3a38a36f,94,7,612.01,4,5,3,453,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
4a51668a-a155-11e9-a2fc-000d3a38a36f,112,51,4393.86,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4a7e875e-e6ce-11ea-8f44-000d3a38a36f,32,29,4793.63,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4a8e860e-2063-11ea-87bf-000d3a38a36f,56,6,1350.74,5,4,5,545,champions,"[ERKEK, KADIN]"
4ac45652-a8d7-11e9-a2fc-000d3a38a36f,35,15,1887.32,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
4ad76d3a-a302-11e9-a2fc-000d3a38a36f,87,10,1278.76,4,5,5,455,loyal_customers,"[COCUK, KADIN]"
4af21a1e-d696-11e9-93bc-000d3a38a36f,71,5,550.66,4,4,3,443,loyal_customers,"[COCUK, KADIN]"
4b13883c-615c-11eb-add3-000d3a38a36f,44,6,638.83,5,4,3,543,champions,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
4b576ecc-b6d4-11ea-b48c-000d3a38a36f,35,5,591.2,5,4,3,543,champions,"[AKTIFCOCUK, COCUK, KADIN]"
4b589dda-2582-11ea-b1c8-000d3a38a36f,159,5,704.61,3,4,4,344,loyal_customers,"[COCUK, KADIN]"
4ba17d88-632c-11ea-a6dc-000d3a38a36f,56,8,1135.96,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
4baf9b1e-b0cd-11e9-9757-000d3a38a36f,148,11,1904.19,3,5,5,355,loyal_customers,[KADIN]
4bb06236-9eea-11ea-80cd-000d3a38a36f,72,9,1081.4,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4bd60b50-195f-11ea-b6a2-000d3a38a36f,92,7,970.25,4,5,4,454,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4bfa8e98-2405-11ea-8523-000d3a38a36f,77,9,826.84,4,5,4,454,loyal_customers,"[COCUK, KADIN]"
4c17b80c-ab5f-11e9-a2fc-000d3a38a36f,45,7,830.48,5,5,4,554,champions,"[KADIN, AKTIFSPOR]"
4c2a7404-b0ac-11e9-9757-000d3a38a36f,150,5,1597.62,3,4,5,345,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4c333174-2d85-11ea-9ae7-000d3a38a36f,104,13,1785.73,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
4c36e188-7e7b-11ea-80af-000d3a38a36f,90,16,1942.52,4,5,5,455,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
4c472856-a6e8-11e9-a2fc-000d3a38a36f,35,10,1312.55,5,5,5,555,champions,"[AKTIFCOCUK, KADIN]"
4c72abd0-a56b-11e9-a2fc-000d3a38a36f,36,5,1052.28,5,4,5,545,champions,"[ERKEK, KADIN]"
4c79fca4-5bc4-11ea-9e92-000d3a38a36f,129,6,808.67,3,4,4,344,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4cb4e632-f176-11ea-bde9-000d3a38a36f,43,7,814.34,5,5,4,554,champions,"[COCUK, KADIN, AKTIFSPOR]"
4ccd389c-5b2e-11ea-8f99-000d3a38a36f,108,5,525.93,4,4,3,443,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
4cdde676-ad5d-11e9-a2fc-000d3a38a36f,67,5,567.68,4,4,3,443,loyal_customers,[KADIN]
4d100e38-d672-11e9-93bc-000d3a38a36f,139,6,1229.84,3,4,5,345,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
4d1490c4-9e42-11e9-9897-000d3a38a36f,118,19,2833.19,3,5,5,355,loyal_customers,"[KADIN, AKTIFSPOR]"
4d23828c-a536-11e9-a2fc-000d3a38a36f,60,14,2655.13,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4d3d66c0-2033-11ea-87bf-000d3a38a36f,135,9,1439.78,3,5,5,355,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4d41bf44-a8f2-11e9-a2fc-000d3a38a36f,131,24,3379.58,3,5,5,355,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4d474cd4-9e4d-11e9-9897-000d3a38a36f,63,11,1269.04,5,5,5,555,champions,[KADIN]
4d642536-a931-11e9-a2fc-000d3a38a36f,111,5,934.88,4,4,4,444,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4d91fdc8-1194-11ea-846f-000d3a38a36f,149,7,513.85,3,5,3,353,loyal_customers,"[ERKEK, KADIN]"
4dac5fa4-b0de-11e9-9757-000d3a38a36f,162,10,2743.32,3,5,5,355,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4db60198-a1c0-11ea-9c18-000d3a38a36f,38,22,3169.07,5,5,5,555,champions,"[ERKEK, KADIN, AKTIFSPOR]"
4de5d6cc-5448-11ea-b1db-000d3a38a36f,76,5,459.83,4,4,3,443,loyal_customers,"[ERKEK, KADIN]"
4de9d44c-a38c-11e9-a2fc-000d3a38a36f,118,6,637.93,3,4,3,343,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
4df1473a-b107-11e9-9757-000d3a38a36f,115,16,3507.61,3,5,5,355,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4df89aaa-11ef-11ea-916f-000d3a38a36f,42,9,1091.86,5,5,5,555,champions,[KADIN]
4e2b2704-a8d1-11e9-a2fc-000d3a38a36f,33,14,4268.33,5,5,5,555,champions,"[KADIN, AKTIFSPOR]"
4e3d52ca-f292-11e9-9346-000d3a38a36f,154,8,1016.87,3,5,4,354,loyal_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
4e5940e8-5b51-11ea-ae74-000d3a38a36f,41,5,1052.45,5,4,5,545,champions,"[KADIN, AKTIFSPOR]"
4e5c4d94-a24a-11e9-a2fc-000d3a38a36f,60,5,386.84,5,4,2,542,champions,"[COCUK, KADIN]"
4eab7f5e-3c73-11ea-b550-000d3a38a36f,102,7,788.91,4,5,4,454,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
4ebdb7c6-5b2e-11ea-975c-000d3a38a36f,52,6,1089.93,5,4,5,545,champions,"[ERKEK, KADIN]"
4eddffb6-a221-11e9-a2fc-000d3a38a36f,157,6,739.98,3,4,4,344,loyal_customers,"[KADIN, AKTIFSPOR]"
4f01168c-b147-11ea-b736-000d3a38a36f,164,6,477.29,3,4,3,343,loyal_customers,"[COCUK, KADIN]"
4f05aac8-5443-11ea-b1db-000d3a38a36f,58,7,1098.25,5,5,5,555,champions,"[COCUK, KADIN, AKTIFSPOR]"
4f0dc53a-9d51-11ea-a27a-000d3a38a36f,44,7,1480.55,5,5,5,555,champions,"[KADIN, AKTIFSPOR]"
4f717b4e-a18e-11e9-a2fc-000d3a38a36f,72,11,1523.93,4,5,5,455,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4f9eb946-1eb7-11ea-aa32-000d3a38a36f,90,5,423.69,4,4,2,442,loyal_customers,[KADIN]
4fae05dc-0089-11ea-a5e8-000d3a38a36f,99,10,2021.69,4,5,5,455,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
4fb4d678-5bc4-11ea-94d2-000d3a38a36f,114,11,2556.04,3,5,5,355,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
4fcfbc1e-1884-11ea-9213-000d3a38a36f,139,5,727.96,3,4,4,344,loyal_customers,[KADIN]
4fd60fe2-9e0e-11e9-9897-000d3a38a36f,37,8,999.29,5,5,4,554,champions,"[COCUK, KADIN]"
4fdda478-a331-11e9-a2fc-000d3a38a36f,98,6,1074.88,4,4,5,445,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN]"
5019ec56-b0df-11e9-9757-000d3a38a36f,112,10,1645.6,4,5,5,455,loyal_customers,"[ERKEK, KADIN]"
501e2db0-d6d3-11e9-93bc-000d3a38a36f,47,7,1215.33,5,5,5,555,champions,"[ERKEK, KADIN, AKTIFSPOR]"
503fb8ce-1fb5-11ea-87bf-000d3a38a36f,126,5,464.33,3,4,3,343,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
507b2252-1338-11eb-8ffc-000d3a38a36f,106,9,1429.46,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
5082049e-9d7f-11e9-9897-000d3a38a36f,128,8,630.87,3,5,3,353,loyal_customers,"[ERKEK, KADIN]"
509cff2e-9ca7-11ea-a27a-000d3a38a36f,38,6,599.71,5,4,3,543,champions,"[ERKEK, COCUK, KADIN]"
50abe676-a2dc-11e9-a2fc-000d3a38a36f,44,6,983.82,5,4,4,544,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
50c6f14a-9fae-11e9-a2fc-000d3a38a36f,114,8,1146.73,3,5,5,355,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
50ec0c92-a7b4-11e9-a2fc-000d3a38a36f,36,14,2422.65,5,5,5,555,champions,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
510917b0-ac28-11e9-a2fc-000d3a38a36f,104,6,611.74,4,4,3,443,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
5146467c-9d54-11e9-9897-000d3a38a36f,42,7,666.41,5,5,4,554,champions,"[KADIN, AKTIFSPOR]"
51866a2a-1a10-11ea-941b-000d3a38a36f,109,14,2176.22,4,5,5,455,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
51934bc4-a796-11e9-a2fc-000d3a38a36f,124,5,780.42,3,4,4,344,loyal_customers,"[KADIN, AKTIFSPOR]"
519a38f0-a14f-11e9-a2fc-000d3a38a36f,96,6,1021.89,4,4,5,445,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
51f9d89a-9da9-11e9-9897-000d3a38a36f,65,22,2133.82,4,5,5,455,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
5206dbb2-2a3f-11ea-99b3-000d3a38a36f,56,5,612.44,5,4,3,543,champions,"[KADIN, AKTIFSPOR]"
520c1728-a5cc-11e9-a2fc-000d3a38a36f,130,7,1234.53,3,5,5,355,loyal_customers,[KADIN]
5218ee52-a0d7-11e9-a2fc-000d3a38a36f,54,7,562.87,5,5,3,553,champions,[KADIN]
526aa60c-23c7-11ea-8523-000d3a38a36f,141,8,984.81,3,5,4,354,loyal_customers,"[ERKEK, KADIN]"
52838e04-a11f-11e9-a2fc-000d3a38a36f,41,28,4353.7,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
5285547c-9d6a-11e9-9897-000d3a38a36f,60,12,1724.19,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
529964d6-97ff-11ea-9d91-000d3a38a36f,56,6,1644.2,5,4,5,545,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
52a27a9a-afbf-11e9-9757-000d3a38a36f,74,12,1809.53,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
52afe104-2ac0-11ea-b3a7-000d3a38a36f,102,8,1992,4,5,5,455,loyal_customers,"[ERKEK, COCUK, KADIN]"
52cf7746-fe68-11e9-a5e8-000d3a38a36f,82,16,887.1,4,5,4,454,loyal_customers,"[AKTIFCOCUK, KADIN]"
52dde23c-a8bd-11e9-a2fc-000d3a38a36f,58,21,3987.16,5,5,5,555,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
52e86974-650e-11ea-bac7-000d3a38a36f,119,5,1135.09,3,4,5,345,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
530072b4-aa72-11e9-a2fc-000d3a38a36f,44,5,808.83,5,4,4,544,champions,"[ERKEK, KADIN]"
5315f178-2273-11eb-99f8-000d3a38a36f,83,6,1145.88,4,4,5,445,loyal_customers,"[KADIN, AKTIFSPOR]"
533d69dc-b150-11e9-9757-000d3a38a36f,80,14,2120.66,4,5,5,455,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
5343dc7e-9eca-11e9-9897-000d3a38a36f,32,9,1169.82,5,5,5,555,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
53669f58-49c7-11eb-806e-000d3a38a36f,115,12,2134.68,3,5,5,355,loyal_customers,[KADIN]
5369393e-3608-11eb-9a15-000d3a38a36f,86,7,733.84,4,5,4,454,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
537aecf6-aeb9-11e9-a2fc-000d3a38a36f,169,9,991.9,3,5,4,354,loyal_customers,"[ERKEK, COCUK, KADIN]"
53ad49fa-5b3c-11ea-86b9-000d3a38a36f,151,5,834.82,3,4,4,344,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
53b403ea-a7bd-11e9-a2fc-000d3a38a36f,85,5,688.93,4,4,4,444,loyal_customers,[KADIN]
53bb6066-ac3d-11e9-a2fc-000d3a38a36f,135,10,1211.61,3,5,5,355,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
53ed1100-b0df-11e9-9757-000d3a38a36f,89,6,515.77,4,4,3,443,loyal_customers,[KADIN]
53ef31ec-afc2-11e9-9757-000d3a38a36f,148,6,617.51,3,4,3,343,loyal_customers,"[ERKEK, KADIN]"
53fe00d4-7b7a-11eb-960b-000d3a38a36f,53,17,4417.71,5,5,5,555,champions,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
54411cea-5bda-11ea-a8f8-000d3a38a36f,87,5,651.3,4,4,3,443,loyal_customers,"[ERKEK, COCUK, KADIN]"
5447fa66-a130-11e9-a2fc-000d3a38a36f,85,5,499.93,4,4,3,443,loyal_customers,"[AKTIFCOCUK, KADIN]"
54a8a418-4222-11ea-96d9-000d3a38a36f,67,5,646.29,4,4,3,443,loyal_customers,[KADIN]
54c8bc6c-2b11-11ea-9d27-000d3a38a36f,45,6,748.43,5,4,4,544,champions,"[ERKEK, KADIN]"
54ccd2fa-ac1f-11e9-a2fc-000d3a38a36f,62,5,390.45,5,4,2,542,champions,[KADIN]
54d09a50-a393-11e9-a2fc-000d3a38a36f,89,7,1125.39,4,5,5,455,loyal_customers,"[KADIN, AKTIFSPOR]"
54e3e486-a56c-11e9-a2fc-000d3a38a36f,103,7,1072.92,4,5,5,455,loyal_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
